fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0340,Material and Supplies,7000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0700,Contingencies,5000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0982,For Expense in Connection with Recognition and Awards to Citizens of Chicago for Acts of Heroism. To Be Expended on Order of the City Council,1000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,6100000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9072,Contingent and Other Expenses for Corporate Purposes Not Otherwise Provided For. To Be Expended Under the Direction of the President Pro Tempore ...,4000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0000,Personnel Services,821208
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0130,Postage,3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,61520
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0143,Court Reporting,60000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0157,Rental of Equipment and Services,65000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0166,"Dues, Subscriptions and Memberships",3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0169,Technical Meeting Costs,1500
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0229,Transportation and Expense Allowance,4000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0340,Material and Supplies,3500
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0348,Books and Related Material,3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0350,Stationery and Office Supplies,35000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0700,Contingencies,2000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9005,For the Payment of Legal Fees Pursuant to Sec. 2-152-170 of the Municipal Code. To Be Expended at the direction of the Committee on Finance,50000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9006,For Legal Assistance to the City Council. To Be Expended at the Direction of the Chairman of the Committee on Finance,50000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9010,For Legal  Technical  Medical and Professional Services  Appraisals  Consultants  Printers  Court Reporters  and Other Incidental Contractual Services...,35500
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0005,Salaries and Wages - on Payroll,293592
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0100,Contractual Services,30000
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0700,Contingencies,32644
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0000,Personnel Services,378852
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0100,Contractual Services,15000
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0300,Commodities and Materials,12000
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0400,Equipment,9500
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0700,Contingencies,15000
LOCAL,0100,Corporate Fund,15,City Council,2216,Committee on Contracting  Oversight  and Equity,0000,Personnel Services,211644
LOCAL,0100,Corporate Fund,15,City Council,2216,Committee on Contracting  Oversight  and Equity,0100,Contractual Services,1500
LOCAL,0100,Corporate Fund,15,City Council,2220,Committee on Aviation,0000,Personnel Services,200508
LOCAL,0100,Corporate Fund,15,City Council,2220,Committee on Aviation,0100,Contractual Services,200
LOCAL,0100,Corporate Fund,15,City Council,2220,Committee on Aviation,0300,Commodities and Materials,500
LOCAL,0100,Corporate Fund,15,City Council,2220,Committee on Aviation,0700,Contingencies,750
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0000,Personnel Services,159852
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0100,Contractual Services,46500
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0300,Commodities and Materials,1500
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0000,Personnel Services,235376
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0300,Commodities and Materials,1000
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0700,Contingencies,500
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police And Fire,0000,Personnel Services,269603
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police And Fire,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police And Fire,0300,Commodities and Materials,1000
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police And Fire,0700,Contingencies,500
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0000,Personnel Services,142830
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0100,Contractual Services,20000
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0300,Commodities and Materials,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0000,Personnel Services,428868
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0300,Commodities and Materials,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0700,Contingencies,1000
LOCAL,0100,Corporate Fund,15,City Council,2257,Committee on Environmental Protection and Energy,0000,Personnel Services,228582
LOCAL,0100,Corporate Fund,15,City Council,2257,Committee on Environmental Protection and Energy,0300,Commodities and Materials,800
LOCAL,0100,Corporate Fund,15,City Council,2258,Committee on Ethics and Government Oversight,0000,Personnel Services,201842
LOCAL,0100,Corporate Fund,15,City Council,2258,Committee on Ethics and Government Oversight,0300,Commodities and Materials,1500
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0000,Personnel Services,187573
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0700,Contingencies,2000
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0000,Personnel Services,356342
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0100,Contractual Services,74700
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0300,Commodities and Materials,15300
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0000,Personnel Services,194670
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0100,Contractual Services,7000
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0300,Commodities and Materials,4000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0000,Personnel Services,252610
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0100,Contractual Services,20000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0300,Commodities and Materials,3000
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0000,Personnel Services,227365
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0300,Commodities and Materials,8000
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0000,Personnel Services,414215
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0100,Contractual Services,2980
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0300,Commodities and Materials,5000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0000,Personnel Services,402143
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0300,Commodities and Materials,13000
LOCAL,0100,Corporate Fund,15,City Council,2296,Vice Mayor,0000,Personnel Services,409755
LOCAL,0100,Corporate Fund,15,City Council,2296,Vice Mayor,0100,Contractual Services,10000
LOCAL,0300,Vehicle Tax Fund,15,City Council,2230,Committee on Transportation and Public Way,0000,Personnel Services,311905
LOCAL,0300,Vehicle Tax Fund,15,City Council,2230,Committee on Transportation and Public Way,0100,Contractual Services,15000
LOCAL,0300,Vehicle Tax Fund,15,City Council,2230,Committee on Transportation and Public Way,0300,Commodities and Materials,15000
LOCAL,0300,Vehicle Tax Fund,15,City Council,2265,Committee on Pedestrian and Traffic Safety,0000,Personnel Services,311905
LOCAL,0300,Vehicle Tax Fund,15,City Council,2265,Committee on Pedestrian and Traffic Safety,0300,Commodities and Materials,7000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,15,City Council,2155,Committee on Special Events  Cultural Affairs and Recreation,0000,Personnel Services,195254
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,15,City Council,2155,Committee on Special Events  Cultural Affairs and Recreation,0300,Commodities and Materials,3720
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0005,Salaries and Wages - on Payroll,2072847
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0015,Schedule Salary Adjustments,37445
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0039,For the Employment of Students as Trainees,218000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0135,For Delegate Agencies,6774231
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,556000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0141,Appraisals,15000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0149,For Software Maintenance and Licensing,328750
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0152,Advertising,9000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0229,Transportation and Expense Allowance,1000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0245,Reimbursement to Travelers,9000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,0420,Furniture and Fixtures,65000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9110,"Property Management, Maintenance and Security",75000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9211,Single-Family Troubled Building Initiative,75000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9212,Multi-Family Troubled Building Initiative,175000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9224,Micro Market Recovery Program,700000
LOCAL,0100,Corporate Fund,21,Department of Housing,2010,Department of Housing,9438,For Services Provided by the Department of Fleet and Facilities Management,24000
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,0005,Salaries and Wages - on Payroll,483777
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,0015,Schedule Salary Adjustments,12968
LOCAL,0996,Affordable Housing Opportunity Fund,21,Department of Housing,2010,Department of Housing,9213,Affordable Housing Density Program,10227674
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0005,Salaries and Wages - on Payroll,711979
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0015,Schedule Salary Adjustments,3710
LOCAL,0B21,Tax Increment Financing Administration Fund,21,Department of Housing,2010,Department of Housing,0138,For Professional Services for Information Technology Maintenance,40000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,23,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,0005,Salaries and Wages - on Payroll,7470387
