fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0982,For Expense in Connection with Recognition and Awards to Citizens of Chicago for Acts of Heroism. To Be Expended on Order of the City Council,1000
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,9072,Contingent and Other Expenses for Corporate Purposes Not Otherwise Provided For. To Be Expended Under the Direction of the President Pro Tempore ...,4000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0000,Personnel Services,845844
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0130,Postage,3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,61520
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0143,Court Reporting,60000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0157,Rental of Equipment and Services,65000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0166,"Dues, Subscriptions and Memberships",3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0169,Technical Meeting Costs,1500
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0229,Transportation and Expense Allowance,4000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0340,Material and Supplies,3500
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0348,Books and Related Material,3000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0350,Stationery and Office Supplies,35000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,0700,Contingencies,2000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9005,For the Payment of Legal Fees Pursuant to Sec. 2-152-170 of the Municipal Code. To Be Expended at the direction of the Committee on Finance,50000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9006,For Legal Assistance to the City Council. To Be Expended at the Direction of the Chairman of the Committee on Finance,50000
LOCAL,0100,Corporate Fund,15,City Council,2010,Committee on Finance,9010,For Legal  Technical  Medical and Professional Services  Appraisals  Consultants  Printers  Court Reporters  and Other Incidental Contractual Services...,35500
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0005,Salaries and Wages - on Payroll,466431
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0100,Contractual Services,30000
LOCAL,0100,Corporate Fund,15,City Council,2012,Council Office of Financial Analysis,0700,Contingencies,32644
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0000,Personnel Services,390218
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0100,Contractual Services,15000
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0300,Commodities and Materials,12000
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0400,Equipment,9500
LOCAL,0100,Corporate Fund,15,City Council,2214,Committee on the Budget and Government Operations,0700,Contingencies,15000
LOCAL,0100,Corporate Fund,15,City Council,2216,Committee on Contracting  Oversight  and Equity,0000,Personnel Services,217993
LOCAL,0100,Corporate Fund,15,City Council,2216,Committee on Contracting  Oversight  and Equity,0100,Contractual Services,1500
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0000,Personnel Services,175148
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0100,Contractual Services,36000
LOCAL,0100,Corporate Fund,15,City Council,2225,Committee on License and Consumer Protection,0300,Commodities and Materials,1500
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0000,Personnel Services,242437
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0300,Commodities and Materials,1000
LOCAL,0100,Corporate Fund,15,City Council,2235,Committee on Public Safety,0700,Contingencies,500
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police and Fire,0000,Personnel Services,277691
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police and Fire,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police and Fire,0300,Commodities and Materials,1000
LOCAL,0100,Corporate Fund,15,City Council,2236,Committee on Police and Fire,0700,Contingencies,500
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0000,Personnel Services,147115
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0100,Contractual Services,20000
LOCAL,0100,Corporate Fund,15,City Council,2245,Committee on Committees and Rules,0300,Commodities and Materials,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0000,Personnel Services,441734
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0100,Contractual Services,1000
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0300,Commodities and Materials,500
LOCAL,0100,Corporate Fund,15,City Council,2255,Committee on Economic  Capital and Technology Development,0700,Contingencies,1000
LOCAL,0100,Corporate Fund,15,City Council,2257,Committee on Environmental Protection and Energy,0000,Personnel Services,235439
LOCAL,0100,Corporate Fund,15,City Council,2257,Committee on Environmental Protection and Energy,0300,Commodities and Materials,800
LOCAL,0100,Corporate Fund,15,City Council,2258,Committee on Ethics and Government Oversight,0000,Personnel Services,207897
LOCAL,0100,Corporate Fund,15,City Council,2258,Committee on Ethics and Government Oversight,0300,Commodities and Materials,1500
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0000,Personnel Services,193200
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0700,Contingencies,2000
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0000,Personnel Services,367032
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0100,Contractual Services,74700
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0300,Commodities and Materials,15300
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0000,Personnel Services,200510
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0100,Contractual Services,7000
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0300,Commodities and Materials,4000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0000,Personnel Services,260188
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0100,Contractual Services,20000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0300,Commodities and Materials,3000
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0000,Personnel Services,237186
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0300,Commodities and Materials,5000
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0000,Personnel Services,426641
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0100,Contractual Services,2980
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0300,Commodities and Materials,5000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0000,Personnel Services,414207
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0300,Commodities and Materials,13000
LOCAL,0100,Corporate Fund,15,City Council,2296,Vice Mayor,0000,Personnel Services,422048
LOCAL,0100,Corporate Fund,15,City Council,2296,Vice Mayor,0100,Contractual Services,10000
LOCAL,0100,Corporate Fund,15,City Council,2301,1st Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2301,1st Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2302,2nd Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2302,2nd Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2303,3rd Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2303,3rd Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2304,4th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2304,4th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2305,5th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2305,5th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2306,6th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2306,6th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2307,7th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2307,7th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2308,8th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2308,8th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2309,9th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2309,9th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2310,10th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2310,10th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2311,11th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2311,11th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2312,12th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2312,12th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2313,13th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2313,13th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2314,14th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2314,14th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2315,15th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2315,15th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2316,16th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2316,16th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2317,17th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2317,17th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2318,18th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2318,18th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2319,19th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2319,19th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2320,20th Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2320,20th Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2321,21st Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2321,21st Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2322,22nd Ward Council Office,0000,Personnel Services,309000
LOCAL,0100,Corporate Fund,15,City Council,2322,22nd Ward Council Office,9000,Purposes as Specified,122000
LOCAL,0100,Corporate Fund,15,City Council,2323,23rd Ward Council Office,0000,Personnel Services,309000
