fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,15,City Council,2258,Committee on Ethics and Government Oversight,0300,Commodities and Materials,1500
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0000,Personnel Services,198996
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2260,Committee on Education and Child Development,0700,Contingencies,2000
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0000,Personnel Services,378043
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0100,Contractual Services,74700
LOCAL,0100,Corporate Fund,15,City Council,2275,Committee on Zoning  Landmarks and Building Standards,0300,Commodities and Materials,15300
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0000,Personnel Services,206525
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0100,Contractual Services,7000
LOCAL,0100,Corporate Fund,15,City Council,2277,Committee on Health and Human Relations,0300,Commodities and Materials,4000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0000,Personnel Services,267994
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0100,Contractual Services,20000
LOCAL,0100,Corporate Fund,15,City Council,2278,Committee on Immigrant and Refugee Rights,0300,Commodities and Materials,3000
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0000,Personnel Services,244302
LOCAL,0100,Corporate Fund,15,City Council,2280,Committee on Housing and Real Estate,0300,Commodities and Materials,5000
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0000,Personnel Services,439440
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0100,Contractual Services,2980
LOCAL,0100,Corporate Fund,15,City Council,2290,Committee on Workforce Development and Audit,0300,Commodities and Materials,5000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0000,Personnel Services,426633
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0100,Contractual Services,3000
LOCAL,0100,Corporate Fund,15,City Council,2295,Legislative Reference Bureau,0300,Commodities and Materials,13000
LOCAL,0100,Corporate Fund,15,City Council,2301,1st Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2301,1st Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2302,2nd Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2302,2nd Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2303,3rd Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2303,3rd Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2304,4th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2304,4th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2305,5th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2305,5th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2306,6th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2306,6th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2307,7th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2307,7th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2308,8th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2308,8th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2309,9th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2309,9th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2310,10th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2310,10th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2311,11th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2311,11th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2312,12th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2312,12th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2313,13th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2313,13th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2314,14th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2314,14th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2315,15th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2315,15th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2316,16th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2316,16th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2317,17th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2317,17th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2318,18th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2318,18th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2319,19th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2319,19th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2320,20th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2320,20th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2321,21st Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2321,21st Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2322,22nd Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2322,22nd Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2323,23rd Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2323,23rd Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2324,24th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2324,24th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2325,25th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2325,25th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2326,26th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2326,26th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
LOCAL,0100,Corporate Fund,15,City Council,2327,27th Ward Council Office,0017,Wage Allowance for Aldermanic Ward Staff (up to Four Full-Time Salaried Employees Per Alderman),327170
LOCAL,0100,Corporate Fund,15,City Council,2327,27th Ward Council Office,9008,Aldermanic Expense Allowance for Ordinary and Necessary Expenses Incurred in Connection with the Performance of an Alderman's Official Duties. Warrant...,122000
